body,documents,type,id,gold_exact_answer,gold_ideal_answer,retrieved_pmids,retrieved_docids,pred_exact_answer,pred_ideal_answer,raw_llm,sources,answer_em,answer_f1,contexts
What is the methyl donor of DNA (cytosine-5)-methyltransferases?,"['8441638', '11208790', '7607467', '8065896', '7578083', '1584813', '15273274']",factoid,51404dd723fec90375000002,['S-adenosyl-L-methionine'],"['S-adenosyl-L-methionine (AdoMet, SAM) is the methyl donor of DNA (cytosine-5)-methyltransferases. DNA (cytosine-5)-methyltransferases catalyze the transfer of a methyl group from S-adenosyl-L-methionine to the C-5 position of cytosine residues in DNA.']","['7578083', '23393137', '7536414', '17689048', '16807237']","['7578083#0', '23393137#1', '7536414#2', '17689048#3', '16807237#4']",[],The mechanism of inhibition of DNA (cytosine-5)-methyltransferases by 5-azacytosine is likely to involve methyl transfer to the inhibitor.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""The mechanism of inhibition of DNA (cytosine-5)-methyltransferases by 5-azacytosine is likely to involve methyl transfer to the inhibitor.""
}
```","[{'doc_id': '7578083#0', 'pmid': '7578083', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23393137#1', 'pmid': '23393137', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '7536414#2', 'pmid': '7536414', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17689048#3', 'pmid': '17689048', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '16807237#4', 'pmid': '16807237', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: A cytosine methyltransferase converts 5-methylcytosine in DNA to thymine.', 'Title: DNA 5-methylcytosine demethylation activities of the mammalian DNA methyltransferases.', 'Title: The mechanism of inhibition of DNA (cytosine-5-)-methyltransferases by 5-azacytosine is likely to involve methyl transfer to the inhibitor.', 'Title: Plant cytosine-5 DNA methyltransferases: structure, function, and molecular evolution.', 'Title: DNA damage-induced down-regulation of human Cdc25C and Cdc2 is mediated by cooperation between p53 and maintenance DNA (cytosine-5) methyltransferase 1.']"
Which medication should be administered when managing patients with suspected acute opioid overdose?,"['21044832', '17849242', '11130352', '11015242', '9562190', '8907145', '1470965']",factoid,5149f494d24251bc0500004c,['naloxone'],"['Naloxone is opioid anagonist that should be administered for all patients with suspected acute opioid overdose. Intravenous naltrexone hydrochloride is usually administered, however, other formulations, including enteral methylnaltrexone, nebulized naloxone and subcutaneous naloxone, are under investigation and can be used under certain circumstances.']","['9562190', '11015242', '22760463', '11130352', '18360657']","['9562190#0', '11015242#1', '22760463#2', '11130352#3', '18360657#4']",[],Strong opioids are not recommended. use of duloxetine and pregabalin can be considered in case of no comorbid mental disorder.,"```json
{
  ""exact_answer"": """",
  ""ideal_answer"": ""Strong opioids are not recommended. use of duloxetine and pregabalin can be considered in case of no comorbid mental disorder.""
}
```","[{'doc_id': '9562190#0', 'pmid': '9562190', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11015242#1', 'pmid': '11015242', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22760463#2', 'pmid': '22760463', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11130352#3', 'pmid': '11130352', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '18360657#4', 'pmid': '18360657', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Intravenous vs subcutaneous naloxone for out-of-hospital management of presumed opioid overdose.', 'Title: Early discharge of patients with presumed opioid overdose: development of a clinical prediction rule.', 'use of duloxetine and pregabalin can be considered in case of no comorbid mental disorder. Strong opioids are not recommended. The English full-text version of this article is available at SpringerLink (under ""Supplemental"").', 'Title: Should we conduct a trial of distributing naloxone to heroin users for peer administration to prevent fatal overdose?', 'and opioids are helpful in some patients. Correction of underlying problem wherever possible is important in the management of secondary RLS.']"
Which antiepileptic drug is most strongly associated with spina bifida? ,"['23082254', '22051200', '21766433', '19490036', '17075842', '11077457', '10339792', '8075508', '2707392', '3939491']",factoid,51588bb2d24251bc05000091,['Valproate'],['Phenytoin is not used in pregnancy as it is associated with a severe fetal deformation. From the other anticonvulsants most studies report the higher association between use during pregnancy and spin bifida to occur with Valproate.'],"['21766433', '8075508', '21301338', '20677583', '7952245']","['21766433#0', '8075508#1', '21301338#2', '20677583#3', '7952245#4']",[],Maternal carbamazepine and infant spina bifida.,"```json
{
  ""exact_answer"": """",
  ""ideal_answer"": ""Maternal carbamazepine and infant spina bifida.""
}
```","[{'doc_id': '21766433#0', 'pmid': '21766433', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '8075508#1', 'pmid': '8075508', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21301338#2', 'pmid': '21301338', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '20677583#3', 'pmid': '20677583', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '7952245#4', 'pmid': '7952245', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Influencing clinical practice regarding the use of antiepileptic medications during pregnancy: modeling the potential impact on the prevalences of spina bifida and cleft palate in the United States.', 'Title: Maternal carbamazepine and infant spina bifida.', 'Title: New and forthcoming anti-epileptic drugs.', 'Title: Lacosamide, a newer antiepileptic.', 'necessitating neuroleptic drugs do not commonly redevelop NMS when reexposed to dopamine receptor antagonists but may be treated most safely with atypical neuroleptic drugs such as clozapine.']"
Where in the cell do we find the protein Cep135?,"['23456457', '23213374', '23115304', '22976301', '22898782', '22521416', '22261722', '21766470', '20392737', '19454482', '19321663', '19293139', '18851962', '17681131', '16240430', '14983524', '11781336', '10842375']",factoid,51596a8ad24251bc0500009e,['centrosome'],['Cep135 is the active component of the centrosome.'],"['10842375', '11781336', '14983524', '18851962', '22898782']","['10842375#0', '11781336#1', '14983524#2', '18851962#3', '22898782#4']",[['centrosomes']],"Characterization of Cep135, a novel coiled-coil centrosomal protein involved in microtubule organization in mammalian cells. BLD10/CEP135 is a microtubule-associated protein that controls the formation of the flagellum central microtubule pair.","```json
{
""exact_answer"": ""centrosomes"",
""ideal_answer"": ""Characterization of Cep135, a novel coiled-coil centrosomal protein involved in microtubule organization in mammalian cells. BLD10/CEP135 is a microtubule-associated protein that controls the formation of the flagellum central microtubule pair.""
}
```","[{'doc_id': '10842375#0', 'pmid': '10842375', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11781336#1', 'pmid': '11781336', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '14983524#2', 'pmid': '14983524', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '18851962#3', 'pmid': '18851962', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22898782#4', 'pmid': '22898782', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Filamentous polymers induced by overexpression of a novel centrosomal protein, Cep135.', 'Title: Characterization of Cep135, a novel coiled-coil centrosomal protein involved in microtubule organization in mammalian cells.', 'Title: Interaction of Cep135 with a p50 dynactin subunit in mammalian centrosomes.', 'Title: A novel function of CEP135 as a platform protein of C-NAP1 for its centriolar localization.', 'Title: BLD10/CEP135 is a microtubule-associated protein that controls the formation of the flagellum central microtubule pair.']"
Which is the vector of Louping ill virus?,"['22939093', '19685082', '19631009', '18471057', '17346361', '15252984', '11427261', '9802086', '7815482', '1337231', '14422369', '13383364', '22913287', '22452970', '21771532', '21593276', '21254926', '19925041', '18841330', '18823640', '18602711', '18562534', '12560576', '12557579', '12519399', '12233771']",factoid,51716e808ed59a060a00000b,['Ixodes ricinus'],"['Louping ill virus (LIV) belongs to the mammalian tick-borne virus group of the genus Flavivirus  which cause central nervous system disease. LIV infects the red grouse Lagopus lagopus scoticus, causing high mortality. LIV is transmitted by the tick Ixodes ricinus.', 'Deer are the key hosts of the vector (Ixodes ricinus) that transmits LIV to red grouse Lagopus lagopus scoticus, causing high mortality. (PMID: 22939093)']","['1337231', '17346361', '24273314', '11907227', '2010914']","['1337231#0', '17346361#1', '24273314#2', '11907227#3', '2010914#4']",[['baculovirus and vaccinia virus']],The document states that Louping ill virus envelope protein expressed by recombinant baculovirus and vaccinia virus was used. It also mentions the use of baculovirus and vaccinia virus as vectors.,"```json
{
""exact_answer"": ""baculovirus and vaccinia virus"",
""ideal_answer"": ""The document states that Louping ill virus envelope protein expressed by recombinant baculovirus and vaccinia virus was used. It also mentions the use of baculovirus and vaccinia virus as vectors.""
}
```","[{'doc_id': '1337231#0', 'pmid': '1337231', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '17346361#1', 'pmid': '17346361', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '24273314#2', 'pmid': '24273314', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11907227#3', 'pmid': '11907227', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '2010914#4', 'pmid': '2010914', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Louping ill virus envelope protein expressed by recombinant baculovirus and vaccinia virus fails to stimulate protective immunity.', 'Title: Prevalence, spatial distribution and the effect of control measures on louping-ill virus in the Forest of Bowland, Lancashire.', 'Title: Why are genes encoded on the lagging strand of the bacterial genome?', 'a persistent infection at low levels of viral expression in OL cells with the possibility of a latent infection.', 'Title: The signal for a leaky UAG stop codon in several plant viruses includes the two downstream codons.']"
What is the average diameter of intermediate filaments?,"['2264817', '22848616', '22126386', '19656809', '21669844', '19559031', '18726512', '18523546', '17289402', '16458019', '15373777']",factoid,515db3d8298dcd4e51000015,"['10 nanometers', '10 nm']",['Intermediate filaments have an average diameter of 10 nanometers (nm).'],"['16458019', '18726512', '18523546', '19656809', '21669844']","['16458019#0', '18726512#1', '18523546#2', '19656809#3', '21669844#4']",[],The intermediate filament network in cultured human keratinocytes is remarkably extensible and resilient.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""The intermediate filament network in cultured human keratinocytes is remarkably extensible and resilient.""
}
```","[{'doc_id': '16458019#0', 'pmid': '16458019', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '18726512#1', 'pmid': '18726512', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '18523546#2', 'pmid': '18523546', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '19656809#3', 'pmid': '19656809', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21669844#4', 'pmid': '21669844', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['the other architecture found in the lower zone could be representative for intermediate filaments in a different environment.', 'Title: Assembly characteristics of plant keratin intermediate filamentsin vitro.', 'Title: The intermediate filament network in cultured human keratinocytes is remarkably extensible and resilient.', 'Title: Vimentin intermediate filaments as a template for silica nanotube preparation.', 'Title: From ultra-soft slime to hard {alpha}-keratins: The many lives of intermediate filaments.']"
What disease is Velcade (bortezomib) mainly used for?,"['23176720', '22699304', '22381702', '22353937', '22189222', '22087865', '22028144', '21839906', '21751810', '21634429', '21501555', '21223249', '20685499', '20079210', '19190249', '18410447', '18381602', '18327587', '17133426', '16470606', '15985470', '15626743']",factoid,51631154298dcd4e5100004e,['multiple myeloma'],"['Velcade (bortezomid), a proteasome inhibitor drug indicated for multiple myeloma (MM) treatment. Velcade is also approved for the treatment of patients with mantle cell lymphoma.']","['24899819', '23046232', '25502899', '23723689', '16258456']","['24899819#0', '23046232#1', '25502899#2', '23723689#3', '16258456#4']",[],"Bortezomib, marketed as Velcade, is a novel therapy approved for multiple myeloma.","```json
{
""exact_answer"": """",
""ideal_answer"": ""Bortezomib, marketed as Velcade, is a novel therapy approved for multiple myeloma.""
}
```","[{'doc_id': '24899819#0', 'pmid': '24899819', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23046232#1', 'pmid': '23046232', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '25502899#2', 'pmid': '25502899', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '23723689#3', 'pmid': '23723689', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '16258456#4', 'pmid': '16258456', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"[""Title: Is there a role for vedolizumab in the treatment of ulcerative colitis and Crohn's disease?"", ""Title: Vedolizumab for the treatment of ulcerative colitis and Crohn's disease."", ""Title: Vedolizumab: a review of its use in adult patients with moderately to severely active ulcerative colitis or Crohn's disease."", 'Title: New and emerging treatments for ulcerative colitis: a focus on vedolizumab.', 'Title: Bortezomib: a novel therapy approved for multiple myeloma.']"
Which is the causative agent of malaria?,"['23405174', '23382752', '23349974', '23342028', '23326533', '23293353', '23088152', '23046708', '22929299', '22819049', '22628552', '22563351', '22543099', '22359643', '22341220', '22222968', '22216006', '22095915', '22028927', '21698217', '21329764', '21297002', '21209090', '20702404', '20635416', '20610151', '20500669', '20353400', '20078859', '19931645', '19801158', '19706885', '19706490', '19666593', '19666023', '19267910', '19184366', '18989463', '18563912', '18925948', '18628947', '18295508', '18248630', '18221799', '18082626', '17868038', '17822713', '17024857', '16458301', '16222020', '16203971', '16042788', '15950069', '15878595', '15703443', '15701514', '15339111', '15293910', '15265796', '15246528', '15147974', '15117937', '15073329', '15033330', '15003844', '14638789', '14627712', '14609342', '14556002', '14514358', '12930149', '12929205', '12626578', '12139027', '12125103', '11796125', '11839179', '11687659', '11559352', '11504465', '11087748', '11115107', '11085920', '10744765', '10703207', '10585859', '9927744', '9874251', '9514077', '8816746', '8631352', '7715553', '8300589', '1474844', '1813841', '1648659', '15463447', '2067482', '2067470', '2191201', '3011062', '3911876', '4047719', '6728514', '6760901', '23246819', '22990975', '22592550', '22524128', '22507744', '22057268', '22019287', '21989409', '21904052', '21866942', '21771420', '21670272', '21601941', '21570407', '21206476', '20034997', '19779742', '19768685', '19380379', '19038338', '19020475', '19013823', '18672695', '18611947', '18522993', '18164079', '23484017', '23483940']",factoid,517194ef8ed59a060a000011,"['Plasmodium species', 'Plasmodium spp.']","['Four Plasmodium species commonly infect humans (Plasmodium falciparum, Plasmodium vivax, Plasmodium malariae and Plasmodium ovale). Plasmodium falciparum infects about 5-10% of the world human population per year and it is the causative agent of the most severe and lethal form of malaria. P. falciparum  causes fatal cerebral malaria and is responsible for most deaths, particularly in pregnant women and children under the age of five. P. falciparum is transmitted to the human host by Anopheles mosquitoes and is the most tremendous malaria vector in sub-Saharan Africa. Plasmodium vivax is the causative agent of benign malaria in more temperate climates of the world. Plasmodium gallinaceum is the main bird malaria causative agent and  Plasmodium yoelli is the principle rodent malaria agent.']","['19666593', '1474844', '14556002', '21297002', '1648659']","['19666593#0', '1474844#1', '14556002#2', '21297002#3', '1648659#4']",[['Plasmodium']],"Plasmodium is the causative agent of malaria. This is supported by multiple publications including PMID:1474844, which details the origin of Plasmodium, and PMID:19666593, a study on the origin of malignant malaria. Furthermore, PMID:21297002 describes a novel mechanism related to this causative agent.","```json
{
  ""exact_answer"": ""Plasmodium"",
  ""ideal_answer"": ""Plasmodium is the causative agent of malaria. This is supported by multiple publications including PMID:1474844, which details the origin of Plasmodium, and PMID:19666593, a study on the origin of malignant malaria. Furthermore, PMID:21297002 describes a novel mechanism related to this causative agent.""
}
```","[{'doc_id': '19666593#0', 'pmid': '19666593', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '1474844#1', 'pmid': '1474844', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '14556002#2', 'pmid': '14556002', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21297002#3', 'pmid': '21297002', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '1648659#4', 'pmid': '1648659', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: The origin of malignant malaria.', 'Title: Plastid origin of an extrachromosomal DNA molecule from Plasmodium, the causative agent of malaria.', 'Title: Hepatocyte growth factor and its receptor are required for malaria infection.', 'Title: A novel mechanism for egress of malarial parasites from red blood cells.', 'Title: [Experimental research on the effect of biologically active substances on the susceptibility of mosquitoes to the causative agent of malaria. 3. Algae, fertilizers].']"
Which is the molecular mechanism underlying K-ras alterations in carcinomas?,"['16757361', '8613066', '21886451', '21779504', '12697967', '19783717', '19826477', '19509115', '16166322', '8178941', '21626008']",factoid,5177def18ed59a060a000034,['Point mutations'],['Activating point mutations most frequently in codon 12'],"['16757361', '8178941', '16166322', '8178941', '15516960']","['16757361#0', '8178941#1', '16166322#2', '8178941#3', '15516960#4']",[['K-ras mutations']],K-ras mutations may identify patients at risk for the development of invasive carcinoma. Detection of K-ras mutations in mucinous pancreatic duct hyperplasia from a patient with a family history of pancreatic carcinoma.,"```json
{
""exact_answer"": ""K-ras mutations"",
""ideal_answer"": ""K-ras mutations may identify patients at risk for the development of invasive carcinoma. Detection of K-ras mutations in mucinous pancreatic duct hyperplasia from a patient with a family history of pancreatic carcinoma.""
}
```","[{'doc_id': '16757361#0', 'pmid': '16757361', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '8178941#1', 'pmid': '8178941', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '16166322#2', 'pmid': '16166322', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '8178941#3', 'pmid': '8178941', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '15516960#4', 'pmid': '15516960', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Physiological analysis of oncogenic K-ras.', 'family history of pancreatic carcinoma for K-ras mutations may identify patients at risk for the development of invasive carcinoma.', 'Title: Pancreatic cancer cell radiation survival and prenyltransferase inhibition: the role of K-Ras.', 'Title: Detection of K-ras mutations in mucinous pancreatic duct hyperplasia from a patient with a family history of pancreatic carcinoma.', 'Title: The emerging roles of human tissue kallikreins in cancer.']"
Which is the neurodevelopmental disorder associated to mutations in the X- linked gene mecp2?,"['23449173', '22670134', '11269512', '22982301', '21982064', '19495527', '18337588', '18332345', '17387578', '17089071', '12111643', '11960578', '11738860', '10577905', '10767337', '11055898', '11524741', '11462237', '11402105', '11313756']",factoid,517818508ed59a060a000035,['Rett syndrome'],"['The neurodevelopmental disorder named Rett syndrome, originally termed as cerebroatrophic hyperammonemia. Although most exclusively affects females, has also been found in male patients.']","['21982064', '8106171', '22138506', '11402105', '10502779']","['21982064#0', '8106171#1', '22138506#2', '11402105#3', '10502779#4']",[['Rett syndrome']],MeCP2 mutations in children with and without the phenotype of Rett syndrome. [DOCID=11402105#3][PMID=11402105],"```json
{
""exact_answer"": ""Rett syndrome"",
""ideal_answer"": ""MeCP2 mutations in children with and without the phenotype of Rett syndrome. [DOCID=11402105#3][PMID=11402105]""
}
```","[{'doc_id': '21982064#0', 'pmid': '21982064', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '8106171#1', 'pmid': '8106171', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22138506#2', 'pmid': '22138506', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11402105#3', 'pmid': '11402105', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '10502779#4', 'pmid': '10502779', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",1.0,1.0,"['Title: MECP2 mutations and clinical correlations in Greek children with Rett syndrome and associated neurodevelopmental disorders.', 'Title: A mutation in the homeodomain of the human MSX2 gene in a family affected with autosomal dominant craniosynostosis.', 'Title: Normal mitral cell dendritic development in the setting of Mecp2 mutation.', 'Title: MeCP2 mutations in children with and without the phenotype of Rett syndrome.', 'Title: Identification of novel mutations in the MTM1 gene causing severe and mild forms of X-linked myotubular myopathy.']"
Which deiodinase is known to be present in liver?,"['15072569', '9389494', '9709961', '9794474', '8550759', '7629231']",factoid,517a8b768ed59a060a00003f,"['Type 1 deiodinase', 'type 3 deiodinase']","['High D1 and D3 activities are present in fetal human liver, and high D1 and mostly absent D3 activities are present in adult human liver.']","['9709961', '3595535', '3595535', '21415143', '21664427']","['9709961#0', '3595535#1', '3595535#2', '21415143#3', '21664427#4']",[['iodothyronine deiodinases']],"The document mentions that iodothyronine deiodinases are present in human liver. Specifically, the title 'Ontogeny of iodothyronine deiodinases in human liver' indicates their presence in this tissue.","```json
{
""exact_answer"": ""iodothyronine deiodinases"",
""ideal_answer"": ""The document mentions that iodothyronine deiodinases are present in human liver. Specifically, the title 'Ontogeny of iodothyronine deiodinases in human liver' indicates their presence in this tissue.""
}
```","[{'doc_id': '9709961#0', 'pmid': '9709961', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '3595535#1', 'pmid': '3595535', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '3595535#2', 'pmid': '3595535', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21415143#3', 'pmid': '21415143', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '21664427#4', 'pmid': '21664427', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Ontogeny of iodothyronine deiodinases in human liver.', ""Title: Comparison of kidney and brown adipose tissue iodothyronine 5'-deiodinases."", ""of PTU (in the presence of low DTT concentrations), the deiodinase in kidney is about 1000-fold more sensitive to PTU. By these criteria the kidney microsome 5'-deiodinase is type I."", 'Title: Deiodinases: the balance of thyroid hormone: type 1 iodothyronine deiodinase in human physiology and disease.', 'Title: Effects of the thyroid hormone derivatives 3-iodothyronamine and thyronamine on rat liver oxidative capacity.']"
How is myotonic dystrophy inherited?,"['22332444', '18228241', '12970845', '12577208', '8154209']",factoid,51635202298dcd4e5100004f,['autosomal dominant'],['Myotonic dystrophy (DM) is a heterogeneous neuromuscular disease with an autosomal dominant pattern of inheritance.'],"['8891396', '11772304', '22780699', '6889706', '2163170']","['8891396#0', '11772304#1', '22780699#2', '6889706#3', '2163170#4']",[],recessive type of its inheritance is assumed.,"```json
{
""exact_answer"": """",
""ideal_answer"": ""recessive type of its inheritance is assumed.""
}
```","[{'doc_id': '8891396#0', 'pmid': '8891396', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '11772304#1', 'pmid': '11772304', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '22780699#2', 'pmid': '22780699', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '6889706#3', 'pmid': '6889706', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '2163170#4', 'pmid': '2163170', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Genetics of myoclonic and myoclonus epilepsies.', 'Title: Alteplase: descendancy in myocardial infarction, ascendancy in stroke.', 'Title: Dissecting the genetic basis of myoclonic-astatic epilepsy.', 'Title: Severe dystonia and myoglobinuria.', 'recessive type of its inheritance is assumed. An opinion is advanced that the described form is a clinical variety of Emery-Dreyfus myodystrophy.']"
What is the function of cryptochrome-1 in mouse?,"['22952936', '22669941', '22170608', '22140039', '21236481', '20825493', '20100521', '20023637', '19858287', '19833968', '19405859', '18974860', '16777965', '16731656', '16061665', '15980066', '15047890', '14712914', '12495442', '12381662', '12121621', '23471982']",factoid,51680a6d298dcd4e51000063,['component of the central and peripheral circadian clocks for generation of circadian rhythms in mice'],['Cryptochrome-1 (Cry1) is an essential component of the central and peripheral circadian clocks for generation of circadian rhythms in mice.'],"['21236481', '14712914', '12495442', '19858287', '12121621']","['21236481#0', '14712914#1', '12495442#2', '19858287#3', '12121621#4']",[['cryptochrome 1']],Cryptochrome-1 is required for circadian clock function. Cryptochrome-deficient mice lack circadian electrical activity in the suprachiasmatic nuclei. Light signalling in cryptochrome-deficient mice shows that cryptochrome 1 is involved in light signalling. A role for cryptochromes in sleep regulation also suggests a function related to the circadian clock.,"```json
{
  ""exact_answer"": ""cryptochrome 1"",
  ""ideal_answer"": ""Cryptochrome-1 is required for circadian clock function. Cryptochrome-deficient mice lack circadian electrical activity in the suprachiasmatic nuclei. Light signalling in cryptochrome-deficient mice shows that cryptochrome 1 is involved in light signalling. A role for cryptochromes in sleep regulation also suggests a function related to the circadian clock.""
}
```","[{'doc_id': '21236481#0', 'pmid': '21236481', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '14712914#1', 'pmid': '14712914', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '12495442#2', 'pmid': '12495442', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '19858287#3', 'pmid': '19858287', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}, {'doc_id': '12121621#4', 'pmid': '12121621', 'text': None, 'offsetInBeginSection': None, 'offsetInEndSection': None}]",0.0,0.0,"['Title: Delay in feedback repression by cryptochrome 1 is required for circadian clock function.', 'Title: Light signalling in cryptochrome-deficient mice.', 'Title: A role for cryptochromes in sleep regulation.', 'Title: Circadian amplitude of cryptochrome 1 is modulated by mRNA stability regulation via cytoplasmic hnRNP D oscillation.', 'Title: Cryptochrome-deficient mice lack circadian electrical activity in the suprachiasmatic nuclei.']"
